"site","year","mesocosm","taxon_code","logN","logM","phosphorus","mean_temp_12M"
"EV","2017","M11","ceret",-0.397940008672038,0.0912442124653128,0.081,16.3339445466514
"EV","2017","M11","dalon",0.6232492903979,0.41202599180658,0.081,16.3339445466514
"EV","2017","M13","acrob_n",-0.221848749616356,-0.613426193634846,0.099,16.3339445466514
"EV","2017","M13","ceret",-0.0969100130080564,0.195775090979101,0.099,16.3339445466514
"EV","2017","M13","cterium",3.1078880251828,-2.1556725397999,0.099,16.3339445466514
"EV","2017","M13","acrob_c",-0.221848749616356,0.078942796392311,0.099,16.3339445466514
"EV","2017","M13","btbra",4.60865972437132,-3.81862990705501,0.099,16.3339445466514
"EV","2017","M13","osci",2.71011736511182,-4.4775785306825,0.099,16.3339445466514
"EV","2017","M13","ptbor",3.61310151696691,-4.48001188219243,0.099,16.3339445466514
"EV","2017","M13","bdell",0.602059991327962,-1.00821225766585,0.099,16.3339445466514
"EV","2017","M13","dalon",1.7041505168398,0.519804306746594,0.099,16.3339445466514
"EV","2017","M13","sivet",-0.397940008672038,-0.699568449415945,0.099,16.3339445466514
"EV","2017","M13","pladuf",-0.30653788994267,3.46115610880009,0.099,16.3339445466514
"EV","2017","M13","chiron_l",1.41340366741616,2.56845740749227,0.099,16.3339445466514
"EV","2017","M13","chiron_n",-0.0412234465452228,2.31734991695075,0.099,16.3339445466514
"EV","2017","M13","meaur",1.00860017176192,0.492660879003573,0.099,16.3339445466514
"EV","2017","M13","mrkom",3.0111473607758,-5.19147832635965,0.099,16.3339445466514
"EV","2017","M15","mrkom",2.36361197989214,-5.19147832635965,0.336,16.3339445466514
"EV","2017","M15","osci",2.66464197555613,-4.4775785306825,0.336,16.3339445466514
"EV","2017","M15","staur",2.66464197555613,-4.94064557497719,0.336,16.3339445466514
"EV","2017","M15","pladu",-0.698970004336019,-0.196127553004186,0.336,16.3339445466514
"EV","2017","M15","euser_n",2.06220580881971,-0.990207776763599,0.336,16.3339445466514
"EV","2017","M15","adis",2.96520170102591,-4.3861335665592,0.336,16.3339445466514
"EV","2017","M15","btbra",4.56318433481563,-3.76981729812899,0.336,16.3339445466514
"EV","2017","M15","chloroc",3.40449161775869,-3.37162924501962,0.336,16.3339445466514
"EV","2017","M15","trpra_n",1.22010808804006,-1.8452707985216,0.336,16.3339445466514
"EV","2017","M15","trpra_c",0.255272505103306,-1.05055160996869,0.336,16.3339445466514
"EV","2017","M15","chiron_l",0.207100198602755,2.47123700525143,0.336,16.3339445466514
"EV","2017","M15","trhisp",3.06220580881971,-3.09105345871307,0.336,16.3339445466514
"EV","2017","M15","dalon",1.43775056282039,0.34681191607456,0.336,16.3339445466514
"EV","2017","M15","sivet",0,0.925621110350618,0.336,16.3339445466514
"EV","2017","M15","ceret",1.5910646070265,-0.1218421082951,0.336,16.3339445466514
"EV","2017","M15","chsph",-0.221848749616356,-0.276857238380301,0.336,16.3339445466514
"EV","2017","M15","euser_a",0.146128035678238,0.469460175863058,0.336,16.3339445466514
"EV","2017","M15","agabus_l",-0.43916345521726,3.47205235414809,0.336,16.3339445466514
"EV","2017","M15","euser_c",1.08635983067475,-0.297862401136338,0.336,16.3339445466514
"EV","2017","M15","pladuf",-0.354842569517225,3.46115610880009,0.336,16.3339445466514
"EV","2017","M15","trpra_a",-0.698970004336019,-0.25584727996201,0.336,16.3339445466514
"EV","2017","M17","chiron_l",0.778320488996646,2.53244332659811,0.121,16.3339445466514
"EV","2017","M17","meaur",-0.397940008672038,0.120240375822404,0.121,16.3339445466514
"EV","2017","M17","lyng",4.5165221531624,-4.89579868638903,0.121,16.3339445466514
"EV","2017","M17","cyaby_a",-0.698970004336019,1.12656960466923,0.121,16.3339445466514
"EV","2017","M17","kirch",3.06929801211553,-5.19688684705827,0.121,16.3339445466514
"EV","2017","M17","dalon",0.204119982655925,0.0184164321818545,0.121,16.3339445466514
"EV","2017","M17","ceret",-0.397940008672038,-0.0622291658859411,0.121,16.3339445466514
"EV","2017","M17","cyaby_n",0.531478917042255,-0.25816270173497,0.121,16.3339445466514
"EV","2017","M17","cyaby_c",-0.397940008672038,0.434206288292187,0.121,16.3339445466514
"EV","2017","M17","bdell",0.414973347970818,-1.45829664426158,0.121,16.3339445466514
"EV","2017","M17","leclo",-0.221848749616356,-2.09426079951624,0.121,16.3339445466514
"EV","2017","M17","chsph",0.0791812460476248,-0.425330905846299,0.121,16.3339445466514
"EV","2017","M21","trpra_c",0.255272505103306,-1.05168140863451,0.24,16.3339445466514
"EV","2017","M21","oedo",4.64914980594797,-2.96980774396954,0.24,16.3339445466514
"EV","2017","M21","trpra_n",2.27646180417324,-1.84640059718742,0.24,16.3339445466514
"EV","2017","M21","spiro",4.27348740969718,-2.25649395477886,0.24,16.3339445466514
"EV","2017","M21","lepat",-0.221848749616356,-2.23909426365214,0.24,16.3339445466514
"EV","2017","M21","sceco",3.67145055421249,-6.13235870327864,0.24,16.3339445466514
"EV","2017","M21","bdell",0.301029995663981,-1.40624569801271,0.24,16.3339445466514
"EV","2017","M21","dalon",1.8668778143375,0.514132051184058,0.24,16.3339445466514
"EV","2017","M21","ptbor",4.62567249851866,-4.59447030979809,0.24,16.3339445466514
"EV","2017","M21","chsph",-0.397940008672038,-0.794754544098251,0.24,16.3339445466514
"EV","2017","M21","akmus",4.50073033429349,-4.80529270223592,0.24,16.3339445466514
"EV","2017","M21","anab",4.69261781917393,-6.0409423228112,0.24,16.3339445466514
"EV","2017","M21","btbra",4.96784037137504,-4.11990991943792,0.24,16.3339445466514
"EV","2017","M21","trpra_a",-0.397940008672038,-0.256648248212098,0.24,16.3339445466514
"EV","2017","M21","meaur",1.04139268515823,0.49933374823584,0.24,16.3339445466514
"EV","2017","M21","chiron_l",1.31178551231392,2.56678902029184,0.24,16.3339445466514
"EV","2017","M21","leclo",1.12710479836481,-2.21722692118908,0.24,16.3339445466514
"EV","2017","M21","tepat",-0.221848749616356,-1.67809795343125,0.24,16.3339445466514
"EV","2017","M21","ceret",-0.221848749616356,-0.0706684444119846,0.24,16.3339445466514
"EV","2017","M22","lepat",-0.221848749616356,-2.13890883679672,1.276,16.3339445466514
"EV","2017","M22","bdell",0.662757831681574,-1.06845896198908,1.276,16.3339445466514
"EV","2017","M22","dalon",0.447158031342219,0.126266307452896,1.276,16.3339445466514
"EV","2017","M22","ceret",0.0791812460476248,-0.0279106822099353,1.276,16.3339445466514
"EV","2017","M22","chsph",-0.397940008672038,-0.534691091141105,1.276,16.3339445466514
"EV","2017","M22","acrob_n",0.146128035678238,-0.564661502804561,1.276,16.3339445466514
"EV","2017","M22","acrob_c",-0.221848749616356,0.127707487222596,1.276,16.3339445466514
"EV","2017","M22","aula",4.76833465499326,-4.48982454419198,1.276,16.3339445466514
"EV","2017","M22","mrmint",5.44957712631949,-6.35323875497582,1.276,16.3339445466514
"EV","2017","M22","trhisp",3.37032800777951,-3.09105345871307,1.276,16.3339445466514
"EV","2017","M22","culex_l",-0.740193450881242,1.81297821625886,1.276,16.3339445466514
"EV","2017","M22","leclo",0.146128035678238,-2.23416914662473,1.276,16.3339445466514
"EV","2017","M22","tepat",0.146128035678238,-1.57397182412392,1.276,16.3339445466514
"EV","2017","M22","chiron_l",0.563927621759881,2.89360617267989,1.276,16.3339445466514
"EV","2017","M22","acrob_a",-0.698970004336019,0.820068766025352,1.276,16.3339445466514
"EV","2017","M22","sivet",-0.698970004336019,-0.41943689633062,1.276,16.3339445466514
"EV","2017","M22","aedoch_l",-0.381171508239574,1.86200375750042,1.276,16.3339445466514
"EV","2017","M22","meaur",-0.698970004336019,0.481488376377627,1.276,16.3339445466514
"EV","2017","M23","cyaby_c",-0.397940008672038,0.415744936156333,0.295,16.3339445466514
"EV","2017","M23","cyaby_a",-0.698970004336019,1.10811392618349,0.295,16.3339445466514
"EV","2017","M23","chlor",4.32463221992291,-4.96464468113386,0.295,16.3339445466514
"EV","2017","M23","cterium",3.37032800777951,-1.37248254846485,0.295,16.3339445466514
"EV","2017","M23","cyano",3.37032800777951,-6.12815550422664,0.295,16.3339445466514
"EV","2017","M23","oedo",4.54649330902818,-2.73366169168138,0.295,16.3339445466514
"EV","2017","M23","bdell",-0.221848749616356,-0.840028350753022,0.295,16.3339445466514
"EV","2017","M23","dalon",2.34713478291002,0.830700035053076,0.295,16.3339445466514
"EV","2017","M23","chiron_l",1.0830944257945,2.3500426629069,0.295,16.3339445466514
"EV","2017","M23","sivet",0.146128035678238,0.691461118936919,0.295,16.3339445466514
"EV","2017","M23","orthoc_l",-0.330018985792192,1.40255066096715,0.295,16.3339445466514
"EV","2017","M23","coryno_l",-0.223563654877906,1.02043946285736,0.295,16.3339445466514
"EV","2017","M23","cyaby_n",-0.221848749616356,-0.276624053870824,0.295,16.3339445466514
"EV","2017","M23","ceret",-0.221848749616356,-0.0945282265673025,0.295,16.3339445466514
"EV","2017","M23","euser_a",-0.698970004336019,0.495875594562036,0.295,16.3339445466514
"EV","2017","M24","chlor",2.32221929473392,-4.96464468113386,0.607,16.3339445466514
"EV","2017","M24","btbra",4.99856808936737,-3.85712169715034,0.607,16.3339445466514
"EV","2017","M24","bdell",0.146128035678238,-0.724325143232488,0.607,16.3339445466514
"EV","2017","M24","dalon",1.18184358794477,0.647011565257891,0.607,16.3339445466514
"EV","2017","M24","ceret",2.3654879848909,-0.0138056857759076,0.607,16.3339445466514
"EV","2017","M24","cyaby_n",-0.221848749616356,-0.25816270173497,0.607,16.3339445466514
"EV","2017","M24","chiron_l",1.44165013706353,2.52193976639883,0.607,16.3339445466514
"EV","2017","M24","chiron_n",-0.682201503903555,2.20790790192673,0.607,16.3339445466514
"EV","2017","M24","hrret",2.79865064544527,-3.83010090893582,0.607,16.3339445466514
"EV","2017","M24","oedo",3.85327222402068,-2.90309268638661,0.607,16.3339445466514
"EV","2017","M24","leclo",0.146128035678238,-2.19641832097262,0.607,16.3339445466514
"EV","2017","M24","culex_l",0.0959497464800887,1.80151389741586,0.607,16.3339445466514
"EV","2017","M24","aula",3.32180548385754,-4.48982454419198,0.607,16.3339445466514
"EV","2017","M24","orthoc_l",0.941047786494346,1.55988799570259,0.607,16.3339445466514
"EV","2017","M24","coryno_l",0.35919118125467,1.0755380627084,0.607,16.3339445466514
"EV","2017","M24","neoter_l",-0.682201503903555,1.48880912550956,0.607,16.3339445466514
"EV","2017","M25","pslim",4.18272841812427,-5.42363819937966,0.125,16.3339445466514
"EV","2017","M25","staur",2.84010609445676,-4.94064557497719,0.125,16.3339445466514
"EV","2017","M25","bdell",0.778151250383644,-0.742894045762729,0.125,16.3339445466514
"EV","2017","M25","acrob_a",1.35024801833416,0.793510666223679,0.125,16.3339445466514
"EV","2017","M25","coryno_l",-0.284261495231517,1.03516676310767,0.125,16.3339445466514
"EV","2017","M25","tepat",-0.221848749616356,-1.35264898704803,0.125,16.3339445466514
"EV","2017","M25","cryp",2.36361197989214,-3.90013462118009,0.125,16.3339445466514
"EV","2017","M25","lepto",2.36361197989214,-5.60645936272816,0.125,16.3339445466514
"EV","2017","M25","mrkom",3.06220580881971,-5.19147832635965,0.125,16.3339445466514
"EV","2017","M25","btbra",4.56318433481563,-4.11408993927118,0.125,16.3339445466514
"EV","2017","M25","chsph",-0.221848749616356,-0.31507833284197,0.125,16.3339445466514
"EV","2017","M25","euser_n",0,-0.838094040603352,0.125,16.3339445466514
"EV","2017","M25","acrob_c",0.0791812460476248,0.0851259156709063,0.125,16.3339445466514
"EV","2017","M25","acrob_n",0.845098040014257,-0.607226980434371,0.125,16.3339445466514
"EV","2017","M25","dalon",-0.0969100130080564,0.243647895167566,0.125,16.3339445466514
"EV","2017","M25","sivet",-0.0969100130080564,0.368228118490903,0.125,16.3339445466514
"EV","2017","M25","euser_c",-0.397940008672038,-0.14574532926083,0.125,16.3339445466514
"EV","2017","M25","euser_a",0.477121254719662,0.559620212251367,0.125,16.3339445466514
"EV","2017","M27","chiron_l",-0.0801415125755925,2.54408876474539,0.325,16.3339445466514
"EV","2017","M27","heloph_a",-0.807140240511855,2.41290578080682,0.325,16.3339445466514
"EV","2017","M27","acrob_n",2.74973631556906,-0.719925145567471,0.325,16.3339445466514
"EV","2017","M27","acrob_a",0.556302500767287,0.698489410441359,0.325,16.3339445466514
"EV","2017","M27","agabus_l",-0.471348138588662,3.51298351672363,0.325,16.3339445466514
"EV","2017","M27","chsph",1.20411998265592,-0.625430781034097,0.325,16.3339445466514
"EV","2017","M27","frcro",3.18695633546541,-4.33163086507124,0.325,16.3339445466514
"EV","2017","M27","acrob_c",0.954242509439325,-0.0275561555403142,0.325,16.3339445466514
"EV","2017","M27","ceret",0.255272505103306,-0.10058300062115,0.325,16.3339445466514
"EV","2017","M27","euins",2.88592633980143,-4.00859660306458,0.325,16.3339445466514
"EV","2017","M27","lepat",0.414973347970818,-2.24350033812105,0.325,16.3339445466514
"EV","2017","M27","lepto",2.88592633980143,-5.60645936272816,0.325,16.3339445466514
"EV","2017","M27","btbra",4.78446869906094,-4.08815773062136,0.325,16.3339445466514
"EV","2017","M27","sivet",-0.221848749616356,0.657464360417681,0.325,16.3339445466514
"EV","2017","M27","oedo",4.4423543229394,-2.87906307066499,0.325,16.3339445466514
"EV","2017","M27","pslim",4.43012345120029,-5.42363819937966,0.325,16.3339445466514
"EV","2017","M27","leclo",0.146128035678238,-2.24927093436462,0.325,16.3339445466514
"EV","2017","M27","bdell",0.662757831681574,-1.14840861135868,0.325,16.3339445466514
"EV","2017","M27","dalon",0.146128035678238,-0.00880694081160866,0.325,16.3339445466514
"EV","2017","M27","spschr",3.92747302099528,-5.27806049957767,0.325,16.3339445466514
"EV","2017","M28","lyng",4.6008422611597,-4.89579868638903,0.3,16.3339445466514
"EV","2017","M28","oedo",4.2454633133642,-3.06080559521634,0.3,16.3339445466514
"EV","2017","M28","aphan",6.10790183386611,-5.00833099262005,0.3,16.3339445466514
"EV","2017","M28","lepat",0.414973347970818,-2.1203890492132,0.3,16.3339445466514
"EV","2017","M28","leclo",0.146128035678238,-2.24927093436462,0.3,16.3339445466514
"EV","2017","M28","sceco",3.37032800777951,-5.54446298008753,0.3,16.3339445466514
"EV","2017","M28","spiro",3.84751096520325,-2.23769447012555,0.3,16.3339445466514
"EV","2017","M28","adis",3.37032800777951,-4.3861335665592,0.3,16.3339445466514
"EV","2017","M28","acrob_a",0.447158031342219,0.57589552995486,0.3,16.3339445466514
"EV","2017","M28","bdell",-0.221848749616356,-1.06845896198908,0.3,16.3339445466514
"EV","2017","M28","aedoch_l",-0.740193450881242,2.44135165844545,0.3,16.3339445466514
"EV","2017","M28","chiron_l",0.0167685004324639,2.82839289367762,0.3,16.3339445466514
"EV","2017","M28","ceret",0.204119982655925,-0.0945282265673025,0.3,16.3339445466514
"EV","2017","M28","chlam",3.84751096520325,-4.64246680319183,0.3,16.3339445466514
"EV","2017","M28","chsph",0.447158031342219,-0.561505641810382,0.3,16.3339445466514
"EV","2017","M28","dalon",-0.221848749616356,0.384208808944739,0.3,16.3339445466514
"EV","2017","M28","acrob_c",0.934498451243568,-0.119270334179752,0.3,16.3339445466514
"EV","2017","M28","cyaby_a",-0.698970004336019,1.12656960466923,0.3,16.3339445466514
"EV","2017","M28","acrob_n",1.14612803567824,-0.811639324206908,0.3,16.3339445466514
"EV","2017","M29","lepto",2.81888541459401,-5.60645936272816,0.096,16.3339445466514
"EV","2017","M29","adis",3.29622628726116,-4.3861335665592,0.096,16.3339445466514
"EV","2017","M29","chiron_l",0.652754612233297,2.40349366504306,0.096,16.3339445466514
"EV","2017","M29","oedo",3.12024479554637,-2.96568005860456,0.096,16.3339445466514
"EV","2017","M29","ceret",1.6170003411209,0.018315159819756,0.096,16.3339445466514
"EV","2017","M29","chsph",1.32221929473392,-0.55423538397085,0.096,16.3339445466514
"EV","2017","M29","euser_n",1.60205999132796,-0.900774491903081,0.096,16.3339445466514
"EV","2017","M29","euser_c",-0.698970004336019,-0.208427093854317,0.096,16.3339445466514
"EV","2017","M29","euser_a",-0.698970004336019,0.483941896172839,0.096,16.3339445466514
"EV","2017","M29","pslim",4.96212299195572,-5.42363819937966,0.096,16.3339445466514
"EV","2017","M29","ptbor",3.12024479554637,-4.40253993847628,0.096,16.3339445466514
"EV","2017","M29","lepat",1.28780172993023,-2.05356647684885,0.096,16.3339445466514
"EV","2017","M29","leclo",0.301029995663981,-2.0708831100949,0.096,16.3339445466514
"EV","2017","M29","tepat",0.146128035678238,-1.68823392815304,0.096,16.3339445466514
"EV","2017","M29","bdell",0.602059991327962,-1.27959295939302,0.096,16.3339445466514
"EV","2017","M29","dalon",1.71767050300226,0.654130107034264,0.096,16.3339445466514
"EV","2017","M29","sivet",-0.698970004336019,0.77631384588231,0.096,16.3339445466514
"EV","2017","M29","acrob_c",0.301029995663981,0.244178636574006,0.096,16.3339445466514
"EV","2017","M29","acrob_a",0.763427993562937,0.937230925782867,0.096,16.3339445466514
"EV","2017","M29","meaur",-0.397940008672038,0.605513309326281,0.096,16.3339445466514
"EV","2017","M29","clodip",-0.43916345521726,2.90545787950779,0.096,16.3339445466514
"EV","2017","M29","acrob_n",2.89097959698969,-0.44819035345315,0.096,16.3339445466514
"EV","2017","M31","dalon",1.83378437465648,0.457787603793581,0.296,16.3339445466514
"EV","2017","M31","ceret",-0.397940008672038,0.22455466925615,0.296,16.3339445466514
"EV","2017","M31","chsph",-0.0969100130080564,-0.34850240582973,0.296,16.3339445466514
"EV","2017","M31","trpra_n",0.869231719730976,-1.80641328733651,0.296,16.3339445466514
"EV","2017","M31","sivet",0.924279286061882,0.892006301434845,0.296,16.3339445466514
"EV","2017","M31","trpra_a",-0.221848749616356,-0.215738440980508,0.296,16.3339445466514
"EV","2017","M31","chiron_l",0.88009136055292,2.58311949336169,0.296,16.3339445466514
"EV","2017","M31","trhisp",2.21748394421391,-3.09105345871307,0.296,16.3339445466514
"EV","2017","M31","trpra_c",-0.698970004336019,-1.0116940987836,0.296,16.3339445466514
"EV","2017","M31","btbra",4.4170562991374,-3.90970204090053,0.296,16.3339445466514
"EV","2017","M31","lepto",2.21748394421391,-5.60645936272816,0.296,16.3339445466514
"EV","2017","M31","oedo",4.06213053462212,-2.76500487958045,0.296,16.3339445466514
"EV","2017","M31","bdell",-0.221848749616356,-1.28907700328709,0.296,16.3339445466514
"EV","2017","M31","pslim",3.84029433161144,-5.42363819937966,0.296,16.3339445466514
"EV","2018","M01","akmus",2.21748394421391,-4.67643452290705,0.548,16.5344864505271
"EV","2018","M01","btbra",4.59314755819308,-4.01439562015692,0.548,16.5344864505271
"EV","2018","M01","cryp",2.81888541459401,-3.90013462118009,0.548,16.5344864505271
"EV","2018","M01","fragil",2.21748394421391,-4.56764168226972,0.548,16.5344864505271
"EV","2018","M01","lepto",2.91592721169712,-5.60645936272816,0.548,16.5344864505271
"EV","2018","M01","lmkom",3.29622628726116,-5.21408813702465,0.548,16.5344864505271
"EV","2018","M01","dbryon",3.25839780409551,-4.89721751482137,0.548,16.5344864505271
"EV","2018","M01","meaur",0.447158031342219,0.530147464054769,0.548,16.5344864505271
"EV","2018","M01","pladuf",0.160198002431583,3.46115610880009,0.548,16.5344864505271
"EV","2018","M01","chiron_l",1.55157424160123,2.12902729661597,0.548,16.5344864505271
"EV","2018","M01","chiron_n",-0.645981971552304,2.15091290673177,0.548,16.5344864505271
"EV","2018","M01","shset",3.82981818743888,-4.96215135027069,0.548,16.5344864505271
"EV","2018","M01","trhisp",2.21748394421391,-3.09105345871307,0.548,16.5344864505271
"EV","2018","M01","dalon",0.662757831681574,0.474394912287781,0.548,16.5344864505271
"EV","2018","M01","sivet",-0.698970004336019,-0.117965399787084,0.548,16.5344864505271
"EV","2018","M01","ceret",-0.221848749616356,-0.0716883775838656,0.548,16.5344864505271
"EV","2018","M03","cryp",3.97243427695737,-3.90013462118009,0.096,16.5344864505271
"EV","2018","M03","trobl",3.37032800777951,-3.83763476490821,0.096,16.5344864505271
"EV","2018","M03","trvol",3.37032800777951,-3.64008852192679,0.096,16.5344864505271
"EV","2018","M03","chlam",3.84751096520325,-4.18465201354201,0.096,16.5344864505271
"EV","2018","M03","dalon",1.46834733041216,0.638868888086091,0.096,16.5344864505271
"EV","2018","M03","sivet",-0.221848749616356,0.494832406327292,0.096,16.5344864505271
"EV","2018","M03","chsph",0.732393759822969,-0.486520216487446,0.096,16.5344864505271
"EV","2018","M03","euser_n",-0.221848749616356,-1.04605264167188,0.096,16.5344864505271
"EV","2018","M03","chiron_l",1.2636450033842,2.5509533747098,0.096,16.5344864505271
"EV","2018","M07","aedoch_l",0.224389551993639,1.85634367232923,0.264,16.5344864505271
"EV","2018","M07","orthoc_l",-0.147221517956049,1.59280463841192,0.264,16.5344864505271
"EV","2018","M07","coryno_l",0.454838473371913,1.02470191950851,0.264,16.5344864505271
"EV","2018","M07","neoter_l",0.245578851063577,1.48880912550956,0.264,16.5344864505271
"EV","2018","M07","spschr",5.12627106066763,-5.01768130623224,0.264,16.5344864505271
"EV","2018","M07","leclo",-0.221848749616356,-2.24610565684107,0.264,16.5344864505271
"EV","2018","M07","bdell",0.146128035678238,-1.43441123824547,0.264,16.5344864505271
"EV","2018","M07","chiron_l",-0.377670439334323,2.10916917120516,0.264,16.5344864505271
"EV","2018","M07","cmten",4.75060866441685,-4.8306928969797,0.264,16.5344864505271
"EV","2018","M07","cterium",2.89320675305985,-4.17563403647874,0.264,16.5344864505271
"EV","2018","M07","cyano",4.3704020499725,-6.04557379157281,0.264,16.5344864505271
"EV","2018","M07","fragil",4.44957095653121,-4.56764168226972,0.264,16.5344864505271
"EV","2018","M07","osci",3.67145055421249,-4.4775785306825,0.264,16.5344864505271
"EV","2018","M07","sivet",0.255272505103306,-0.0322944081174935,0.264,16.5344864505271
"EV","2018","M07","ceret",1.3654879848909,-0.0386235900894997,0.264,16.5344864505271
"EV","2018","M07","scram",0.146128035678238,-0.0483896755527001,0.264,16.5344864505271
"EV","2018","M07","dalon",0.602059991327962,0.232797285891183,0.264,16.5344864505271
"EV","2018","M07","agabus_l",-0.599519188950679,3.31185890706473,0.264,16.5344864505271
"EV","2018","M07","chlor",3.84751096520325,-4.96464468113386,0.264,16.5344864505271
"EV","2018","M07","chsph",0.531478917042255,-0.565084958083122,0.264,16.5344864505271
"EV","2018","M09","trvol",2.90741136077459,-3.47609819138933,0.636,16.5344864505271
"EV","2018","M09","bdell",0.146128035678238,-1.05092548397529,0.636,16.5344864505271
"EV","2018","M09","ceret",1.9795483747041,0.0238235437037752,0.636,16.5344864505271
"EV","2018","M09","chsph",-0.698970004336019,-0.898374902525252,0.636,16.5344864505271
"EV","2018","M09","chiron_l",1.30041448553964,2.57551487898877,0.636,16.5344864505271
"EV","2018","M09","cterium",2.36361197989214,-1.62825248456859,0.636,16.5344864505271
"EV","2018","M09","chiron_n",-0.841557590367441,2.3281009194971,0.636,16.5344864505271
"EV","2018","M09","dalon",1.7419390777292,0.4008902641403,0.636,16.5344864505271
"EV","2018","M10","spschr",4.52673978102338,-5.24661375134602,0.835,16.5344864505271
"EV","2018","M10","bdell",0.414973347970818,-0.847851740711951,0.835,16.5344864505271
"EV","2018","M10","sceco",3.97243427695737,-4.98876256712994,0.835,16.5344864505271
"EV","2018","M10","chlor",4.00723553754595,-4.96464468113386,0.835,16.5344864505271
"EV","2018","M10","cmjug",3.73838412351216,-3.40586242725045,0.835,16.5344864505271
"EV","2018","M10","dalon",1.17609125905568,0.467782127927293,0.835,16.5344864505271
"EV","2018","M10","ceret",-0.397940008672038,-0.0648668826372987,0.835,16.5344864505271
"EV","2018","M10","cyaby_a",-0.698970004336019,0.897580093161336,0.835,16.5344864505271
"EV","2018","M10","chsph",-0.698970004336019,-0.561470579554566,0.835,16.5344864505271
"EV","2018","M10","cyaby_n",1.46834733041216,-0.487150751417964,0.835,16.5344864505271
"EV","2018","M10","scacu",3.49526674438781,-4.60401291228416,0.835,16.5344864505271
"EV","2018","M10","osci",3.19423674872383,-4.4775785306825,0.835,16.5344864505271
"EV","2018","M10","plpat",-0.698970004336019,-1.42430549772642,0.835,16.5344864505271
"EV","2018","M10","pladuf",-0.431490127765728,3.46115610880009,0.835,16.5344864505271
"EV","2018","M10","cyaby_c",-0.221848749616356,0.205218238609193,0.835,16.5344864505271
"EV","2018","M10","oedo",4.25500702179176,-2.75697970615404,0.835,16.5344864505271
"EV","2018","M10","cttum",3.49526674438781,-2.75069169659244,0.835,16.5344864505271
"EV","2018","M10","elgen",4.52673978102338,-5.08545369105208,0.835,16.5344864505271
"EV","2018","M10","nitz",3.67145055421249,-4.62124663899239,0.835,16.5344864505271
"EV","2018","M11","dbryon",4.29428982710072,-4.89721751482137,0.336,16.5344864505271
"EV","2018","M11","lepto",2.48855071650044,-5.60645936272816,0.336,16.5344864505271
"EV","2018","M11","osci",2.18752072083646,-4.4775785306825,0.336,16.5344864505271
"EV","2018","M11","dalon",1.17026171539496,0.42493025447762,0.336,16.5344864505271
"EV","2018","M11","cyaby_n",-0.221848749616356,-0.487150751417964,0.336,16.5344864505271
"EV","2018","M11","ceret",0.556302500767287,-0.36214994661316,0.336,16.5344864505271
"EV","2018","M11","tanypo_l",-0.527292723397167,1.93453711783923,0.336,16.5344864505271
"EV","2018","M11","chiron_l",-0.599843390545778,2.64840781755212,0.336,16.5344864505271
"EV","2018","M13","lepto",2.76117581315573,-5.60645936272816,0.187,16.5344864505271
"EV","2018","M13","dbryon",3.84029433161144,-4.89721751482137,0.187,16.5344864505271
"EV","2018","M13","bdell",0.146128035678238,-1.03827716216303,0.187,16.5344864505271
"EV","2018","M13","mrkom",2.66464197555613,-5.19147832635965,0.187,16.5344864505271
"EV","2018","M13","sceco",3.06220580881971,-4.93313667703451,0.187,16.5344864505271
"EV","2018","M13","btbra",4.65971817241524,-3.86075039410911,0.187,16.5344864505271
"EV","2018","M13","chiron_n",-0.400278889564094,2.32540361707266,0.187,16.5344864505271
"EV","2018","M13","trhisp",2.53907609879278,-3.09105345871307,0.187,16.5344864505271
"EV","2018","M13","dalon",1.41830129131975,0.320743662270475,0.187,16.5344864505271
"EV","2018","M13","shset",3.14144977340047,-4.96215135027069,0.187,16.5344864505271
"EV","2018","M13","pladuf",-0.0480963714527316,3.46115610880009,0.187,16.5344864505271
"EV","2018","M13","chsph",-0.698970004336019,-0.621632889721308,0.187,16.5344864505271
"EV","2018","M13","chiron_l",1.02296698437271,2.47918928963382,0.187,16.5344864505271
"EV","2018","M15","dalon",1.40140054078154,0.612163001073466,1.207,16.5344864505271
"EV","2018","M15","meaur",0.380211241711606,0.355254036916308,1.207,16.5344864505271
"EV","2018","M15","sivet",0.146128035678238,0.203350716473225,1.207,16.5344864505271
"EV","2018","M15","bdell",0.903089986991944,-1.3374783892665,1.207,16.5344864505271
"EV","2018","M15","calot",4.01640650087112,-5.06750109123483,1.207,16.5344864505271
"EV","2018","M15","cmbir",3.06220580881971,-3.40586242725045,1.207,16.5344864505271
"EV","2018","M15","tepat",0.146128035678238,-1.55335194892569,1.207,16.5344864505271
"EV","2018","M15","lepat",-0.221848749616356,-2.06967580245072,1.207,16.5344864505271
"EV","2018","M15","dbryon",5.03986998819473,-4.89721751482137,1.207,16.5344864505271
"EV","2018","M15","aedoch_l",-0.761380063092197,1.70746753267386,1.207,16.5344864505271
"EV","2018","M15","ceret",1.07188200730613,-0.0899866206460329,1.207,16.5344864505271
"EV","2018","M15","chsph",0.982271233039568,-0.393417908426553,1.207,16.5344864505271
"EV","2018","M15","chiron_l",-0.652235593667129,2.36897532265299,1.207,16.5344864505271
"EV","2018","M17","chsph",-0.221848749616356,-0.0339518761817643,0.098,16.5344864505271
"EV","2018","M17","chiron_l",0.686477530235785,2.56055091932466,0.098,16.5344864505271
