"site","year","mesocosm","taxon_code","logN","logM","phosphorus","mean_temp_12M"
"EV","2016","M01","cmrium",2.51851393987789,-3.40586242725045,0.039,15.9871631072991
"EV","2016","M01","nitz",2.51851393987789,-4.62124663899239,0.039,15.9871631072991
"EV","2016","M01","oedo",3.77334754198082,-2.86526029880845,0.039,15.9871631072991
"EV","2016","M01","pdcinc",2.81888541459401,-2.70170953515133,0.039,15.9871631072991
"EV","2016","M01","ptbor",3.9804578922761,-4.23895531458868,0.039,15.9871631072991
"EV","2016","M01","sdesmus",2.51851393987789,-3.67731153291549,0.039,15.9871631072991
"EV","2016","M01","trhisp",3.29622628726116,-3.09105345871307,0.039,15.9871631072991
"EV","2016","M01","kecoc",1.79934054945358,-2.6022718742067,0.039,15.9871631072991
"EV","2016","M01","lepat",2.91907809237607,-2.15233699662565,0.039,15.9871631072991
"EV","2016","M01","cecat",0.845098040014257,-2.18708825928375,0.039,15.9871631072991
"EV","2016","M01","bdell",1,-1.23918731049657,0.039,15.9871631072991
"EV","2016","M01","pladu",0,-0.259435092101018,0.039,15.9871631072991
"EV","2016","M01","trpra_n",2.05307844348342,-1.82424687226454,0.039,15.9871631072991
"EV","2016","M01","trpra_c",0.301029995663981,-0.2348376724801,0.039,15.9871631072991
"EV","2016","M01","clodip",-0.354842569517225,2.91090029934112,0.039,15.9871631072991
"EV","2016","M01","symsan",-0.682201503903555,3.65769293748797,0.039,15.9871631072991
"EV","2016","M01","orthoc_l",-0.471348138588662,1.67929774303014,0.039,15.9871631072991
"EV","2016","M01","chiron_l",-0.138133459553279,2.42694805623531,0.039,15.9871631072991
"EV","2016","M01","chlor",3.87978378009042,-4.96464468113386,0.039,15.9871631072991
"EV","2016","M01","adis",3.86051767746175,-4.3861335665592,0.039,15.9871631072991
"EV","2016","M01","anab",4.28151060149266,-4.70524122759581,0.039,15.9871631072991
"EV","2016","M01","btbra",4.4170562991374,-3.73088670453187,0.039,15.9871631072991
"EV","2016","M03","adis",2.81888541459401,-4.3861335665592,0.551,15.9871631072991
"EV","2016","M03","apaph",4.68124123737559,-4.96693830746183,0.551,15.9871631072991
"EV","2016","M03","chlam",2.77815125038364,-4.28192101653215,0.551,15.9871631072991
"EV","2016","M03","chlor",3.89209460269048,-4.96464468113386,0.551,15.9871631072991
"EV","2016","M03","cmbotr",3.85733249643127,-3.11592966408325,0.551,15.9871631072991
"EV","2016","M03","cterium",3.07918124604762,-2.75249991392239,0.551,15.9871631072991
"EV","2016","M03","epit",2.77815125038364,-5.5923390590551,0.551,15.9871631072991
"EV","2016","M03","eucoe",2.99519629159718,-3.14602082896117,0.551,15.9871631072991
"EV","2016","M03","fragil",3.25527250510331,-4.56764168226972,0.551,15.9871631072991
"EV","2016","M03","lepto",3.29622628726116,-5.60645936272816,0.551,15.9871631072991
"EV","2016","M03","lyng",3.38021124171161,-4.89579868638903,0.551,15.9871631072991
"EV","2016","M03","nitz",3.07918124604762,-4.62124663899239,0.551,15.9871631072991
"EV","2016","M03","oedo",4.40140054078154,-2.9716114541219,0.551,15.9871631072991
"EV","2016","M03","oolacu",5.18708620906245,-4.12332339785789,0.551,15.9871631072991
"EV","2016","M03","cmpunc",3.25527250510331,-2.74398647009792,0.551,15.9871631072991
"EV","2016","M03","cmrium",3.38021124171161,-3.40586242725045,0.551,15.9871631072991
"EV","2016","M03","cryero",3.47712125471966,-3.98522697504954,0.551,15.9871631072991
"EV","2016","M03","cryp",3.47712125471966,-3.90013462118009,0.551,15.9871631072991
"EV","2016","M03","ptbor",4.33445375115093,-4.52794971250372,0.551,15.9871631072991
"EV","2016","M03","pvpus",3.68124123737559,-3.58298953397622,0.551,15.9871631072991
"EV","2016","M03","rpgib",2.77815125038364,-5.53939209613738,0.551,15.9871631072991
"EV","2016","M03","sceco",3.38021124171161,-5.08327368066247,0.551,15.9871631072991
"EV","2016","M03","spiro",4.42160392686983,-2.25517622823383,0.551,15.9871631072991
"EV","2016","M03","spschr",4.04956686916465,-5.37497840927467,0.551,15.9871631072991
"EV","2016","M03","tnema",4.43136376415899,-4.18376069435074,0.551,15.9871631072991
"EV","2016","M03","trhisp",2.81888541459401,-3.09105345871307,0.551,15.9871631072991
"EV","2016","M03","zygma",3.98227123303957,-3.09177205558588,0.551,15.9871631072991
"EV","2016","M03","kecoc",1.91907809237607,-2.66108707064041,0.551,15.9871631072991
"EV","2016","M03","ketec",0.477121254719662,-2.85514288380036,0.551,15.9871631072991
"EV","2016","M03","lepat",1.95424250943932,-2.15420842133302,0.551,15.9871631072991
"EV","2016","M03","leclo",0.477121254719662,-2.14988373263826,0.551,15.9871631072991
"EV","2016","M03","dalon",0,0.803724959170802,0.551,15.9871631072991
"EV","2016","M03","sivet",0,-0.418954571959441,0.551,15.9871631072991
"EV","2016","M03","ceret",0.954242509439325,-0.337050854465439,0.551,15.9871631072991
"EV","2016","M03","chsph",0.778151250383644,-0.289341755249916,0.551,15.9871631072991
"EV","2016","M03","pladu",0.301029995663981,0.236090373171641,0.551,15.9871631072991
"EV","2016","M03","euser_n",1.23044892137827,-0.851527202422921,0.551,15.9871631072991
"EV","2016","M03","euser_c",0.301029995663981,-0.159158212395765,0.551,15.9871631072991
"EV","2016","M03","euser_a",0,0.533210777631392,0.551,15.9871631072991
"EV","2016","M03","chiron_l",-0.740193450881242,2.63320680003622,0.551,15.9871631072991
"EV","2016","M03","plnann",4.8234742291703,-5.326774801094,0.551,15.9871631072991
"EV","2016","M03","pdcinc",3.29622628726116,-2.70170953515133,0.551,15.9871631072991
"EV","2016","M03","pdumb",2.77815125038364,-3.95874332426086,0.551,15.9871631072991
"EV","2016","M03","pinnu",2.99519629159718,-3.76132051012243,0.551,15.9871631072991
"EV","2016","M05","dalon",0.477121254719662,0.712474921035812,1.449,15.9871631072991
"EV","2016","M05","euser_c",1.30102999566398,-0.236032850015749,1.449,15.9871631072991
"EV","2016","M05","euser_a",0.954242509439325,0.466631166958532,1.449,15.9871631072991
"EV","2016","M05","trpra_n",0.477121254719662,-1.63411446064585,1.449,15.9871631072991
"EV","2016","M05","trpra_a",0,-0.0447131617126135,1.449,15.9871631072991
"EV","2016","M05","tanypo_l",-0.740193450881242,2.15021537386335,1.449,15.9871631072991
"EV","2016","M05","orthoc_l",-0.205080249183892,1.30873343103724,1.449,15.9871631072991
"EV","2016","M05","coryno_l",-0.0170897668285035,1.09095361103973,1.449,15.9871631072991
"EV","2016","M05","eugl",2.76117581315573,-2.72194327197179,1.449,15.9871631072991
"EV","2016","M05","gnbreb",3.60616631460762,-3.49644763208661,1.449,15.9871631072991
"EV","2016","M05","sivet",0,-0.29026565681777,1.449,15.9871631072991
"EV","2016","M05","ceret",0.301029995663981,0.0407947362254011,1.449,15.9871631072991
"EV","2016","M05","algut",0,-0.295334111431341,1.449,15.9871631072991
"EV","2016","M05","euser_n",2,-0.928401840042905,1.449,15.9871631072991
"EV","2016","M05","anab",4.10353006342837,-5.66792751266957,1.449,15.9871631072991
"EV","2016","M05","cmbotr",3.46014581749175,-3.11592966408325,1.449,15.9871631072991
"EV","2016","M05","cmpunc",3.06220580881971,-3.06148190130305,1.449,15.9871631072991
"EV","2016","M05","coccus",3.66417170536193,-4.69528698413796,1.449,15.9871631072991
"EV","2016","M05","coeno",3.90725008288133,-5.30936098828403,1.449,15.9871631072991
"EV","2016","M05","ctmon",3.06220580881971,-2.76102484969118,1.449,15.9871631072991
"EV","2016","M05","euele",2.76117581315573,-3.75888621509999,1.449,15.9871631072991
"EV","2016","M05","trver",0.477121254719662,-1.78269775747933,1.449,15.9871631072991
"EV","2016","M05","tepat",2.43136376415899,-1.40486171895151,1.449,15.9871631072991
"EV","2016","M05","lepto",3.99158045717434,-5.60645936272816,1.449,15.9871631072991
"EV","2016","M05","mgtia",3.53932706353938,-2.36925406912002,1.449,15.9871631072991
"EV","2016","M05","nitpal",6.19312459835446,-4.78542149115099,1.449,15.9871631072991
"EV","2016","M05","nostoc",6.27486807890747,-5.33833539322441,1.449,15.9871631072991
"EV","2016","M05","trhisp",3.51811894714315,-3.09105345871307,1.449,15.9871631072991
"EV","2016","M05","trvol",2.51851393987789,-3.39486916651091,1.449,15.9871631072991
"EV","2016","M05","ululn",2.51851393987789,-3.49407663110326,1.449,15.9871631072991
"EV","2016","M05","kecoc",1.69897000433602,-2.66352971143167,1.449,15.9871631072991
"EV","2016","M05","lepat",1.43136376415899,-2.05894593302205,1.449,15.9871631072991
"EV","2016","M05","lelun",0.845098040014257,-1.46493240170973,1.449,15.9871631072991
"EV","2016","M05","leclo",1.86332286012046,-2.11153480491115,1.449,15.9871631072991
"EV","2016","M07","anab",5.43109345237564,-5.67047484875107,0.6,15.9871631072991
"EV","2016","M07","chlam",3.84751096520325,-4.24783563587078,0.6,15.9871631072991
"EV","2016","M07","lepat",2.27875360095283,-1.887412699794,0.6,15.9871631072991
"EV","2016","M07","chlor",4.78537255040007,-4.96464468113386,0.6,15.9871631072991
"EV","2016","M07","coneis",3.37032800777951,-4.12182751936824,0.6,15.9871631072991
"EV","2016","M07","eugl",3.37032800777951,-2.72194327197179,0.6,15.9871631072991
"EV","2016","M07","lyng",3.37032800777951,-4.89579868638903,0.6,15.9871631072991
"EV","2016","M07","nitz",3.37032800777951,-4.62124663899239,0.6,15.9871631072991
"EV","2016","M07","oedo",4.6008422611597,-2.86100976187977,0.6,15.9871631072991
"EV","2016","M07","pslim",3.67145055421249,-5.42363819937966,0.6,15.9871631072991
"EV","2016","M07","rhlac",3.37032800777951,-4.75887475610878,0.6,15.9871631072991
"EV","2016","M07","sceco",3.67145055421249,-5.57479541913594,0.6,15.9871631072991
"EV","2016","M07","sphcys",4.71281800020785,-4.14178325806747,0.6,15.9871631072991
"EV","2016","M07","kecoc",1.56820172406699,-2.6455362298197,0.6,15.9871631072991
"EV","2016","M07","ketec",0.845098040014257,-2.96252111829483,0.6,15.9871631072991
"EV","2016","M07","dalon",1.20411998265592,0.296522317881613,0.6,15.9871631072991
"EV","2016","M07","lelun",0.845098040014257,-1.52279595892437,0.6,15.9871631072991
"EV","2016","M07","leclo",1.36172783601759,-2.17037723497255,0.6,15.9871631072991
"EV","2016","M07","tepat",1.47712125471966,-1.38003315718294,0.6,15.9871631072991
"EV","2016","M07","trpra_n",1.07918124604762,-1.82424687226454,0.6,15.9871631072991
"EV","2016","M07","chsph",0.954242509439325,-0.258889245366029,0.6,15.9871631072991
"EV","2016","M07","euser_n",2.13987908640124,-0.851527202422921,0.6,15.9871631072991
"EV","2016","M07","euser_c",1.36172783601759,-0.159158212395765,0.6,15.9871631072991
"EV","2016","M07","chiron_l",0.227621865747357,2.43887009905339,0.6,15.9871631072991
"EV","2016","M07","trpra_a",0.301029995663981,-0.2348376724801,0.6,15.9871631072991
"EV","2016","M07","clodip",-0.409200231839817,2.90484878125814,0.6,15.9871631072991
"EV","2016","M07","tanypo_l",-0.506110244847874,2.16570470046825,0.6,15.9871631072991
"EV","2016","M09","lelun",0.477121254719662,-1.30336341724545,0.317,15.9871631072991
"EV","2016","M09","coryno_l",-0.506110244847874,1.07010673022036,0.317,15.9871631072991
"EV","2016","M09","leclo",1.47712125471966,-2.17441223327101,0.317,15.9871631072991
"EV","2016","M09","trver",0.477121254719662,-1.63820124035335,0.317,15.9871631072991
"EV","2016","M09","tepat",1.51851393987789,-1.42477838838291,0.317,15.9871631072991
"EV","2016","M09","anflaq",4.06213053462212,-5.76107059313618,0.317,15.9871631072991
"EV","2016","M09","lepto",3.53932706353938,-5.60645936272816,0.317,15.9871631072991
"EV","2016","M09","chsph",1.07918124604762,-0.194977677748904,0.317,15.9871631072991
"EV","2016","M09","mrgrif",3.36323580448369,-4.90769042404045,0.317,15.9871631072991
"EV","2016","M09","nostoc",5.0444182350073,-5.3846253887567,0.317,15.9871631072991
"EV","2016","M09","ptbor",4.2662787466311,-4.37050046540039,0.317,15.9871631072991
"EV","2016","M09","kecoc",1.86332286012046,-2.63439536950876,0.317,15.9871631072991
"EV","2016","M09","ketec",1.23044892137827,-2.81473605572408,0.317,15.9871631072991
"EV","2016","M09","lepat",1.51851393987789,-1.90433695801807,0.317,15.9871631072991
"EV","2016","M09","dalon",2.01283722470517,0.347119862732455,0.317,15.9871631072991
"EV","2016","M09","ceret",1.39794000867204,0.0778923545065629,0.317,15.9871631072991
"EV","2016","M09","acrob_a",0,0.794608335825051,0.317,15.9871631072991
"EV","2016","M09","pladu",0.301029995663981,-0.0276960414200524,0.317,15.9871631072991
"EV","2016","M09","acrob_n",2.47275644931721,-0.590121733927514,0.317,15.9871631072991
"EV","2016","M09","acrob_c",1.07918124604762,0.102247256099642,0.317,15.9871631072991
"EV","2016","M09","clodip",-0.740193450881242,2.90661706263455,0.317,15.9871631072991
"EV","2016","M09","orthoc_l",-0.263072196161579,1.51949935059108,0.317,15.9871631072991
"EV","2016","M10","pdumb",3.38021124171161,-3.95874332426086,0.963,15.9871631072991
"EV","2016","M10","oocy",2.5854607295085,-4.295595179421,0.963,15.9871631072991
"EV","2016","M10","sceco",3.55630250076729,-5.09685193016877,0.963,15.9871631072991
"EV","2016","M10","pinnu",2.5854607295085,-3.76132051012243,0.963,15.9871631072991
"EV","2016","M10","oedo",4.49415459401844,-3.03936317801428,0.963,15.9871631072991
"EV","2016","M10","kecoc",1.67209785793572,-2.6538044252411,0.963,15.9871631072991
"EV","2016","M10","nostoc",4.82055610892272,-5.47817276100704,0.963,15.9871631072991
"EV","2016","M10","tepat",0.301029995663981,-1.40583212270605,0.963,15.9871631072991
"EV","2016","M10","dalon",1.7481880270062,0.331957824473306,0.963,15.9871631072991
"EV","2016","M10","plnann",3.55630250076729,-5.326774801094,0.963,15.9871631072991
"EV","2016","M10","pvpus",3.07918124604762,-3.58298953397622,0.963,15.9871631072991
"EV","2016","M10","pladu",0.778151250383644,-0.621658132524609,0.963,15.9871631072991
"EV","2016","M10","shderia",3.25527250510331,-5.32555869408066,0.963,15.9871631072991
"EV","2016","M10","shset",2.5854607295085,-4.96215135027069,0.963,15.9871631072991
"EV","2016","M10","spschr",4.82055610892272,-4.99534558023637,0.963,15.9871631072991
"EV","2016","M10","staur",3.06220580881971,-4.94064557497719,0.963,15.9871631072991
"EV","2016","M10","trobl",2.77815125038364,-3.83763476490821,0.963,15.9871631072991
"EV","2016","M10","ttmin",2.88592633980143,-4.46983384340836,0.963,15.9871631072991
"EV","2016","M10","nitz",4.13987908640124,-4.62124663899239,0.963,15.9871631072991
"EV","2016","M10","neid",2.5854607295085,-3.40020233410924,0.963,15.9871631072991
"EV","2016","M10","bolon",0,-0.748165486194015,0.963,15.9871631072991
"EV","2016","M10","chsph",1.65321251377534,-0.494216793910842,0.963,15.9871631072991
"EV","2016","M10","akarc",2.77815125038364,-5.25329007689097,0.963,15.9871631072991
"EV","2016","M10","ceret",1.23044892137827,-0.107762323149365,0.963,15.9871631072991
"EV","2016","M10","pladuf",-0.381171508239574,3.46115610880009,0.963,15.9871631072991
"EV","2016","M10","culex_l",-0.682201503903555,1.7597549628969,0.963,15.9871631072991
"EV","2016","M10","trpra_n",1.11394335230684,-1.82424687226454,0.963,15.9871631072991
"EV","2016","M10","trpra_c",0.301029995663981,-1.02955686103301,0.963,15.9871631072991
"EV","2016","M10","mrcont",2.77815125038364,-5.22643194705019,0.963,15.9871631072991
"EV","2016","M10","chlam",3.38021124171161,-4.20366130242688,0.963,15.9871631072991
"EV","2016","M10","chiron_l",-0.205080249183892,2.49023876313461,0.963,15.9871631072991
"EV","2016","M10","microcy",4.10353006342837,-2.18437596153584,0.963,15.9871631072991
"EV","2016","M10","anflaq",4.54157924394658,-5.70065940294038,0.963,15.9871631072991
"EV","2016","M10","cterium",3.18695633546541,-2.77326345994252,0.963,15.9871631072991
"EV","2016","M10","cmorn",2.77815125038364,-3.04398996108279,0.963,15.9871631072991
"EV","2016","M10","cmrium",2.88592633980143,-3.40586242725045,0.963,15.9871631072991
"EV","2016","M10","cryp",3.38021124171161,-3.90013462118009,0.963,15.9871631072991
"EV","2016","M10","ctmon",2.5854607295085,-1.7086668406341,0.963,15.9871631072991
"EV","2016","M10","ctpar",2.77815125038364,-3.61667261709375,0.963,15.9871631072991
"EV","2016","M11","nitpal",3.66417170536193,-4.78542149115099,0.055,15.9871631072991
"EV","2016","M11","ctmon",3.66417170536193,-1.89843263276956,0.055,15.9871631072991
"EV","2016","M11","bolon",0,-0.748165486194015,0.055,15.9871631072991
"EV","2016","M11","pladu",1.43136376415899,-0.214161697954687,0.055,15.9871631072991
"EV","2016","M11","nostoc",5.72301376404904,-5.66524433560547,0.055,15.9871631072991
"EV","2016","M11","sivet",0.477121254719662,0.0515335641946942,0.055,15.9871631072991
"EV","2016","M11","oolacu",3.36323580448369,-4.20817917803955,0.055,15.9871631072991
"EV","2016","M11","pdcinc",3.36323580448369,-2.70170953515133,0.055,15.9871631072991
"EV","2016","M11","shset",5.95051478667677,-4.96215135027069,0.055,15.9871631072991
"EV","2016","M11","trpra_n",1.77815125038364,-1.82424687226454,0.055,15.9871631072991
"EV","2016","M11","ketec",1.36172783601759,-2.79964054163583,0.055,15.9871631072991
"EV","2016","M11","lepat",1.51851393987789,-1.86181426029926,0.055,15.9871631072991
"EV","2016","M11","leclo",1.11394335230684,-2.12700410146903,0.055,15.9871631072991
"EV","2016","M11","kecoc",2.16731733474818,-2.6544567063701,0.055,15.9871631072991
"EV","2016","M11","sigara_l",-0.0538125738532434,1.12885119819147,0.055,15.9871631072991
"EV","2016","M11","chiron_l",-0.223563654877906,2.45317305584872,0.055,15.9871631072991
"EV","2016","M11","trpra_c",1.04139268515823,-1.02955686103301,0.055,15.9871631072991
"EV","2016","M11","tepat",1.69897000433602,-1.40602678151167,0.055,15.9871631072991
"EV","2016","M11","notone",-0.807140240511855,2.00346670796025,0.055,15.9871631072991
"EV","2016","M13","bulbo",5.82343118884574,-3.57824753465895,0.873,15.9871631072991
"EV","2016","M13","kecoc",2.23044892137827,-2.65465966125772,0.873,15.9871631072991
"EV","2016","M13","calot",4.2662787466311,-5.06750109123483,0.873,15.9871631072991
"EV","2016","M13","trobl",3.36323580448369,-3.83763476490821,0.873,15.9871631072991
"EV","2016","M13","trvol",3.36323580448369,-3.49354958358127,0.873,15.9871631072991
"EV","2016","M13","acrob_n",2.41161970596323,-0.726903629382881,0.873,15.9871631072991
"EV","2016","M13","acrob_c",1.46239799789896,-0.0345527817942364,0.873,15.9871631072991
"EV","2016","M13","chlor",3.36323580448369,-4.96464468113386,0.873,15.9871631072991
"EV","2016","M13","cmbotr",3.36323580448369,-3.11592966408325,0.873,15.9871631072991
"EV","2016","M13","oolacu",4.14132432727542,-4.66972784113224,0.873,15.9871631072991
"EV","2016","M13","pdcinc",3.36323580448369,-2.70170953515133,0.873,15.9871631072991
"EV","2016","M13","shset",4.06213053462212,-4.96215135027069,0.873,15.9871631072991
"EV","2016","M13","trpra_c",0.301029995663981,-0.955798123993704,0.873,15.9871631072991
"EV","2016","M13","trpra_a",0,-0.161078935440794,0.873,15.9871631072991
"EV","2016","M13","anflaq",6.02322981809897,-5.6609409465649,0.873,15.9871631072991
"EV","2016","M13","mgtia",3.66417170536193,-2.35467181680023,0.873,15.9871631072991
"EV","2016","M13","ketec",0.477121254719662,-2.78691195522756,0.873,15.9871631072991
"EV","2016","M13","lepat",1.98677173426624,-1.89060370324374,0.873,15.9871631072991
"EV","2016","M13","ency",3.36323580448369,-4.44018468728217,0.873,15.9871631072991
"EV","2016","M13","chsph",0.698970004336019,-0.701853880849299,0.873,15.9871631072991
"EV","2016","M13","nitz",4.2662787466311,-4.62124663899239,0.873,15.9871631072991
"EV","2016","M13","nostoc",6.18008169765287,-5.48850978036688,0.873,15.9871631072991
"EV","2016","M13","sivet",0.698970004336019,0.591968850172575,0.873,15.9871631072991
"EV","2016","M13","acrob_a",0.903089986991944,0.66885805160035,0.873,15.9871631072991
"EV","2016","M13","pladu",1.92941892571429,-0.137323883819495,0.873,15.9871631072991
"EV","2016","M13","trpra_n",1.46239799789896,-1.75051731254661,0.873,15.9871631072991
"EV","2016","M13","chiron_l",-0.682201503903555,2.58905918633291,0.873,15.9871631072991
"EV","2016","M13","tepat",1.95424250943932,-1.41368957328119,0.873,15.9871631072991
"EV","2016","M13","clodip",-0.409200231839817,2.90694602424033,0.873,15.9871631072991
"EV","2016","M13","tanypo_l",-0.585291490895498,2.1684064502342,0.873,15.9871631072991
"EV","2016","M13","leclo",1.72427586960079,-2.15161026279137,0.873,15.9871631072991
"EV","2016","M13","trver",1.11394335230684,-1.6856556704363,0.873,15.9871631072991
"EV","2016","M13","lelun",1.47712125471966,-1.45074094471289,0.873,15.9871631072991
"EV","2016","M15","nostoc",6.91948038709513,-5.69180982814558,0.529,15.9871631072991
"EV","2016","M15","mgtia",3.62644302533129,-2.25065788930666,0.529,15.9871631072991
"EV","2016","M15","euser_n",1.99563519459755,-1.51808900640799,0.529,15.9871631072991
"EV","2016","M15","lepat",2.26245108973043,-1.90181550402052,0.529,15.9871631072991
"EV","2016","M15","euser_c",1.56820172406699,-0.133371055374432,0.529,15.9871631072991
"EV","2016","M15","euser_a",0.602059991327962,0.560156946951672,0.529,15.9871631072991
"EV","2016","M15","nitz",3.58500927990246,-4.62124663899239,0.529,15.9871631072991
"EV","2016","M15","ceret",0.477121254719662,-0.627221626542366,0.529,15.9871631072991
"EV","2016","M15","leclo",1.98677173426624,-2.16851547091931,0.529,15.9871631072991
"EV","2016","M15","tepat",2.28555730900777,-1.42114449009271,0.529,15.9871631072991
"EV","2016","M15","dalon",0.903089986991944,0.332247120940018,0.529,15.9871631072991
"EV","2016","M15","cyaby_n",1.49136169383427,-0.398023364467461,0.529,15.9871631072991
"EV","2016","M15","chsph",1.14612803567824,-0.426745709153883,0.529,15.9871631072991
"EV","2016","M15","oedo",3.43007505555194,-2.76941144401016,0.529,15.9871631072991
"EV","2016","M15","pdcinc",2.88592633980143,-2.70170953515133,0.529,15.9871631072991
"EV","2016","M15","chiron_l",-0.354842569517225,2.48087582643803,0.529,15.9871631072991
"EV","2016","M15","btbra",4.48400308876801,-4.09306736460525,0.529,15.9871631072991
"EV","2016","M15","charac",3.06220580881971,-3.63073046912058,0.529,15.9871631072991
"EV","2016","M15","chlor",3.18695633546541,-4.96464468113386,0.529,15.9871631072991
"EV","2016","M15","ency",3.43007505555194,-4.44018468728217,0.529,15.9871631072991
"EV","2016","M15","lepto",2.5854607295085,-5.60645936272816,0.529,15.9871631072991
"EV","2016","M15","cyaby_c",1.07918124604762,0.294345625559696,0.529,15.9871631072991
"EV","2016","M15","cyaby_a",0,0.986714615586853,0.529,15.9871631072991
"EV","2016","M15","orthoc_l",-0.740193450881242,1.55696934769482,0.529,15.9871631072991
"EV","2016","M15","kecoc",2.20411998265592,-2.61551830635035,0.529,15.9871631072991
"EV","2016","M15","anflaq",6.50619266100798,-5.80977992840406,0.529,15.9871631072991
"EV","2016","M15","sphcys",3.43007505555194,-4.14178325806747,0.529,15.9871631072991
"EV","2016","M15","sppla",3.36323580448369,-4.0578989590358,0.529,15.9871631072991
"EV","2016","M15","tnema",3.94674693503358,-4.18376069435074,0.529,15.9871631072991
"EV","2016","M15","trhisp",2.5854607295085,-3.09105345871307,0.529,15.9871631072991
"EV","2016","M17","anab",5.87418716289628,-5.86371584331394,1.096,15.9871631072991
"EV","2016","M17","chlam",3.37032800777951,-4.23541751318959,1.096,15.9871631072991
"EV","2016","M17","chlor",4.21550537823182,-4.96464468113386,1.096,15.9871631072991
"EV","2016","M17","ketec",1,-2.80108959653441,1.096,15.9871631072991
"EV","2016","M17","rpgib",3.37032800777951,-5.53388168687021,1.096,15.9871631072991
"EV","2016","M17","sdesmus",3.97243427695737,-3.67731153291549,1.096,15.9871631072991
"EV","2016","M17","zygma",3.67145055421249,-3.09177205558588,1.096,15.9871631072991
"EV","2016","M17","kecoc",1.82607480270083,-2.65884083488496,1.096,15.9871631072991
"EV","2016","M17","trpra_n",1.91381385238372,-1.71963737210995,1.096,15.9871631072991
"EV","2016","M17","trpra_c",0,-0.924918183557037,1.096,15.9871631072991
"EV","2016","M17","lepat",1.43136376415899,-1.91730010966277,1.096,15.9871631072991
"EV","2016","M17","lelun",1.51851393987789,-1.52777123805399,1.096,15.9871631072991
"EV","2016","M17","nitz",3.37032800777951,-4.62124663899239,1.096,15.9871631072991
"EV","2016","M17","ceret",1.73239375982297,-0.0487215659151151,1.096,15.9871631072991
"EV","2016","M17","chsph",1.32221929473392,-0.6394164500727,1.096,15.9871631072991
"EV","2016","M17","algut",0.301029995663981,-0.684935170590962,1.096,15.9871631072991
"EV","2016","M17","euser_n",1.85125834871908,-0.720213442649602,1.096,15.9871631072991
"EV","2016","M17","euser_c",0.698970004336019,-0.0278264316168538,1.096,15.9871631072991
"EV","2016","M17","euser_a",0,0.664533547948147,1.096,15.9871631072991
"EV","2016","M17","trpra_a",0.778151250383644,-0.129952079460313,1.096,15.9871631072991
"EV","2016","M17","chiron_l",0.688866358368181,2.50662007551486,1.096,15.9871631072991
"EV","2016","M17","cryp",3.37032800777951,-3.90013462118009,1.096,15.9871631072991
"EV","2016","M17","cttum",3.67145055421249,-2.75069169659244,1.096,15.9871631072991
"EV","2016","M17","epit",3.67145055421249,-5.5923390590551,1.096,15.9871631072991
"EV","2016","M17","mgtia",3.84751096520325,-2.31763296364691,1.096,15.9871631072991
"EV","2016","M17","mrkom",3.37032800777951,-5.19147832635965,1.096,15.9871631072991
"EV","2016","M17","tepat",1.43136376415899,-1.33579840502758,1.096,15.9871631072991
"EV","2016","M17","bdell",1,-1.36813119372893,1.096,15.9871631072991
"EV","2016","M17","dalon",1.04139268515823,0.299983105894354,1.096,15.9871631072991
"EV","2016","M17","trver",0.845098040014257,-1.67142528431394,1.096,15.9871631072991
"EV","2016","M17","leclo",1.23044892137827,-2.18779194964412,1.096,15.9871631072991
"EV","2016","M17","lebul",1,-1.43700418103972,1.096,15.9871631072991
"EV","2016","M18","shset",3.73239375982297,-4.96215135027069,0.039,15.9871631072991
"EV","2016","M18","sceco",3.55630250076729,-4.95948576563358,0.039,15.9871631072991
"EV","2016","M18","mrmint",2.77815125038364,-6.35323875497582,0.039,15.9871631072991
"EV","2016","M18","ttmin",3.25527250510331,-4.46983384340836,0.039,15.9871631072991
"EV","2016","M18","mgtia",4.03342375548695,-2.35395350384699,0.039,15.9871631072991
"EV","2016","M18","mrkom",3.6232492903979,-5.19147832635965,0.039,15.9871631072991
"EV","2016","M18","anflaq",5.46746010950726,-5.76294379841068,0.039,15.9871631072991
"EV","2016","M18","pkgel",3.92427928606188,-4.05169240107641,0.039,15.9871631072991
"EV","2016","M18","plnann",3.47712125471966,-5.326774801094,0.039,15.9871631072991
"EV","2016","M18","pslim",5.01619735351244,-5.42363819937966,0.039,15.9871631072991
"EV","2016","M18","enneo",2.77815125038364,-4.44018468728217,0.039,15.9871631072991
"EV","2016","M18","fragil",3.25527250510331,-4.56764168226972,0.039,15.9871631072991
"EV","2016","M18","mcpul",4.15836249209525,-4.56277103602089,0.039,15.9871631072991
"EV","2016","M18","orthoc_l",-0.223563654877906,1.57049233135704,0.039,15.9871631072991
"EV","2016","M18","kecoc",1.75587485567249,-2.61870713900813,0.039,15.9871631072991
"EV","2016","M18","ketec",0.845098040014257,-2.80801526617208,0.039,15.9871631072991
"EV","2016","M18","nitz",3.07918124604762,-4.62124663899239,0.039,15.9871631072991
"EV","2016","M18","oobor",3.38021124171161,-3.84933411301485,0.039,15.9871631072991
"EV","2016","M18","pdcinc",3.07918124604762,-2.70170953515133,0.039,15.9871631072991
"EV","2016","M18","pdumb",3.68124123737559,-3.95874332426086,0.039,15.9871631072991
"EV","2016","M18","chlor",4.00860017176192,-4.96464468113386,0.039,15.9871631072991
